Frequency [Hz]	 X-Axis [uT]	Y-Axis [uT]	Z-Axis [uT]	Total [uT]
581	0.0020	0.0011	0.0011	0.0025
582	0.0013	0.0002	0.0010	0.0017
583	0.0012	0.0009	0.0003	0.0015
584	0.0012	0.0010	0.0015	0.0022
585	0.0007	0.0016	0.0007	0.0019
586	0.0005	0.0009	0.0009	0.0014
587	0.0011	0.0015	0.0011	0.0022
588	0.0002	0.0008	0.0007	0.0010
589	0.0008	0.0015	0.0014	0.0023
590	0.0012	0.0017	0.0015	0.0026
591	0.0012	0.0019	0.0023	0.0033
592	0.0009	0.0011	0.0012	0.0019
593	0.0003	0.0019	0.0003	0.0019
594	0.0012	0.0014	0.0006	0.0020
595	0.0014	0.0033	0.0003	0.0036
596	0.0015	0.0002	0.0010	0.0018
597	0.0014	0.0010	0.0009	0.0020
598	0.0007	0.0020	0.0005	0.0022
599	0.0004	0.0002	0.0006	0.0008
600	0.0019	0.0008	0.0006	0.0021
601	0.0003	0.0003	0.0006	0.0008
602	0.0007	0.0021	0.0018	0.0029
603	0.0025	0.0089	0.0013	0.0093
604	0.0011	0.0011	0.0009	0.0018
605	0.0019	0.0016	0.0014	0.0029
606	0.0012	0.0010	0.0003	0.0016
607	0.0008	0.0027	0.0010	0.0030
608	0.0013	0.0014	0.0010	0.0021
609	0.0008	0.0015	0.0015	0.0023
610	0.0011	0.0012	0.0009	0.0019
611	0.0018	0.0010	0.0009	0.0023
612	0.0010	0.0030	0.0010	0.0033
613	0.0020	0.0019	0.0008	0.0029
614	0.0019	0.0006	0.0007	0.0021
615	0.0012	0.0011	0.0003	0.0016
616	0.0004	0.0010	0.0014	0.0018
617	0.0014	0.0001	0.0002	0.0014
618	0.0005	0.0023	0.0016	0.0029
619	0.0011	0.0012	0.0009	0.0018
620	0.0008	0.0010	0.0019	0.0023
621	0.0002	0.0009	0.0011	0.0014
622	0.0014	0.0022	0.0004	0.0026
623	0.0016	0.0005	0.0005	0.0017
624	0.0013	0.0011	0.0008	0.0019
625	0.0017	0.0023	0.0015	0.0032
626	0.0011	0.0012	0.0027	0.0032
