Frequency [Hz]	 X-Axis [uT]	Y-Axis [uT]	Z-Axis [uT]	Total [uT]
474	0.0008	0.0015	0.0007	0.0018
475	0.0003	0.0018	0.0010	0.0021
476	0.0008	0.0011	0.0007	0.0015
477	0.0032	0.0017	0.0009	0.0037
478	0.0014	0.0007	0.0011	0.0019
479	0.0027	0.0017	0.0012	0.0034
480	0.0006	0.0011	0.0003	0.0012
481	0.0027	0.0010	0.0013	0.0032
482	0.0008	0.0012	0.0011	0.0018
483	0.0010	0.0009	0.0018	0.0022
484	0.0010	0.0008	0.0012	0.0017
485	0.0026	0.0011	0.0016	0.0032
486	0.0012	0.0012	0.0024	0.0029
487	0.0008	0.0011	0.0008	0.0016
488	0.0011	0.0008	0.0015	0.0020
489	0.0004	0.0024	0.0004	0.0025
490	0.0019	0.0019	0.0017	0.0032
491	0.0016	0.0006	0.0007	0.0019
492	0.0028	0.0011	0.0028	0.0041
493	0.0023	0.0016	0.0003	0.0028
494	0.0024	0.0008	0.0007	0.0026
495	0.0049	0.0022	0.0031	0.0061
496	0.0024	0.0021	0.0017	0.0036
497	0.0030	0.0019	0.0027	0.0044
498	0.0023	0.0053	0.0020	0.0062
499	0.0042	0.0034	0.0036	0.0065
500	0.0017	0.0008	0.0022	0.0029
501	0.0035	0.0015	0.0033	0.0050
502	0.0128	0.0006	0.0083	0.0152
503	0.0069	0.0024	0.0044	0.0085
504	0.0055	0.0017	0.0033	0.0066
505	0.0038	0.0014	0.0015	0.0043
506	0.0010	0.0008	0.0005	0.0014
507	0.0006	0.0014	0.0009	0.0018
508	0.0009	0.0004	0.0009	0.0013
509	0.0016	0.0005	0.0003	0.0017
510	0.0021	0.0010	0.0028	0.0036
511	0.0034	0.0016	0.0036	0.0052
512	0.0032	0.0018	0.0017	0.0041
513	0.0007	0.0010	0.0003	0.0013
514	0.0022	0.0013	0.0021	0.0033
515	0.0007	0.0011	0.0013	0.0018
516	0.0022	0.0012	0.0017	0.0030
517	0.0017	0.0012	0.0004	0.0022
518	0.0032	0.0021	0.0005	0.0038
519	0.0006	0.0001	0.0007	0.0009
520	0.0035	0.0009	0.0022	0.0042
521	0.0008	0.0012	0.0010	0.0018
522	0.0028	0.0011	0.0016	0.0034
523	0.0005	0.0014	0.0005	0.0015
524	0.0015	0.0013	0.0012	0.0023
525	0.0026	0.0005	0.0015	0.0031
526	0.0015	0.0003	0.0003	0.0016
527	0.0024	0.0015	0.0027	0.0039
528	0.0024	0.0013	0.0020	0.0034
529	0.0010	0.0010	0.0012	0.0018
530	0.0022	0.0001	0.0013	0.0026
531	0.0002	0.0004	0.0008	0.0009
532	0.0018	0.0005	0.0013	0.0022
533	0.0011	0.0020	0.0024	0.0033
534	0.0022	0.0009	0.0013	0.0026
535	0.0015	0.0020	0.0016	0.0030
536	0.0037	0.0015	0.0008	0.0041
537	0.0010	0.0007	0.0007	0.0014
538	0.0002	0.0013	0.0011	0.0017
539	0.0023	0.0003	0.0021	0.0032
540	0.0015	0.0006	0.0007	0.0017
541	0.0038	0.0020	0.0029	0.0052
542	0.0016	0.0018	0.0013	0.0027
543	0.0011	0.0008	0.0023	0.0027
544	0.0019	0.0016	0.0021	0.0033
545	0.0024	0.0014	0.0011	0.0030
546	0.0008	0.0014	0.0017	0.0023
547	0.0019	0.0006	0.0005	0.0020
548	0.0027	0.0012	0.0004	0.0030
549	0.0016	0.0007	0.0020	0.0026
550	0.0009	0.0018	0.0006	0.0021
551	0.0029	0.0003	0.0028	0.0041
552	0.0020	0.0027	0.0001	0.0034
553	0.0008	0.0004	0.0007	0.0011
554	0.0021	0.0013	0.0024	0.0034
555	0.0027	0.0016	0.0014	0.0034
556	0.0031	0.0008	0.0006	0.0032
557	0.0028	0.0005	0.0003	0.0029
558	0.0008	0.0009	0.0004	0.0013
559	0.0024	0.0019	0.0002	0.0031
560	0.0016	0.0015	0.0009	0.0024
561	0.0041	0.0009	0.0017	0.0046
562	0.0005	0.0010	0.0015	0.0019
563	0.0011	0.0025	0.0004	0.0027
564	0.0011	0.0010	0.0021	0.0026
565	0.0013	0.0013	0.0004	0.0019
566	0.0018	0.0030	0.0012	0.0036
567	0.0020	0.0010	0.0010	0.0024
568	0.0009	0.0027	0.0009	0.0030
569	0.0014	0.0015	0.0018	0.0028
570	0.0019	0.0009	0.0021	0.0029
571	0.0009	0.0002	0.0015	0.0018
572	0.0005	0.0012	0.0013	0.0019
573	0.0016	0.0007	0.0012	0.0021
574	0.0020	0.0001	0.0025	0.0032
575	0.0024	0.0020	0.0011	0.0033
576	0.0007	0.0012	0.0009	0.0017
577	0.0012	0.0011	0.0006	0.0017
578	0.0021	0.0017	0.0018	0.0033
579	0.0014	0.0010	0.0014	0.0022
580	0.0029	0.0010	0.0021	0.0037
581	0.0012	0.0009	0.0011	0.0019
582	0.0017	0.0006	0.0008	0.0019
583	0.0006	0.0008	0.0013	0.0016
584	0.0017	0.0017	0.0005	0.0024
585	0.0010	0.0017	0.0014	0.0024
586	0.0017	0.0009	0.0009	0.0021
587	0.0017	0.0007	0.0011	0.0022
588	0.0013	0.0004	0.0006	0.0015
589	0.0010	0.0009	0.0012	0.0018
